,Date :,5/27/2021 17:03,,,,,,,,,,,
,Motion Threshold (au):,15,,,,,,,,,,,
,Detection Method:,Linear,,,,,,,,,,,
,Min Freeze Duration (f):,10,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Component Details,,,,,,,,,,,,
,Component Name,Start Time,Duration (s),Start Frame,Duration Frames,,,,,,,,
,Sound 1, 0:02:00.000,30,3600,900,,,,,,,,
,Sound 2, 0:04:02.000,30,7260,900,,,,,,,,
,Sound 3, 0:06:04.000,30,10920,900,,,,,,,,
,Shock 1, 0:02:30.000,2,4500,60,,,,,,,,
,Shock 2, 0:04:32.000,2,8160,60,,,,,,,,
,Shock 3, 0:06:34.000,2,11820,60,,,,,,,,
,,,,,,,,,,,,,
Animal ID,Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
210201_1,VF022221_102814,day0_1,Chamber1,,,Sound 1,10,26.6,5.16,88.67,4.45,0,223
210201_1,VF022221_102814,day0_1,Chamber1,,,Sound 2,5,29.767,5.77,99.22,0.58,0,29
210201_1,VF022221_102814,day0_1,Chamber1,,,Sound 3,1,30,5.81,100,0,0,0
210201_1,VF022221_102814,day0_1,Chamber1,,,Shock 1,1,0.4,0.08,20,12.9,0,112
210201_1,VF022221_102814,day0_1,Chamber1,,,Shock 2,1,0.733,0.14,36.67,387.57,0,3513
210201_1,VF022221_102814,day0_1,Chamber1,,,Shock 3,1,0.333,0.06,16.67,295.13,0,3100
,,,,,,,,,,,,,
210201_2,VF022221_102814,day0_1,Chamber 2,,,Sound 1,2,29.967,5.81,99.89,0.27,0,18
210201_2,VF022221_102814,day0_1,Chamber 2,,,Sound 2,1,30,5.81,100,0.03,0,6
210201_2,VF022221_102814,day0_1,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,0
210201_2,VF022221_102814,day0_1,Chamber 2,,,Shock 1,1,2,0.39,100,0.38,0,7
210201_2,VF022221_102814,day0_1,Chamber 2,,,Shock 2,3,1.933,0.37,96.67,1.77,0,23
210201_2,VF022221_102814,day0_1,Chamber 2,,,Shock 3,2,1.933,0.37,96.67,1.38,0,25
,,,,,,,,,,,,,
210201_3,VF022221_104518,day0_2,Chamber1,,,Sound 1,6,28.067,5.44,93.56,2.83,0,163
210201_3,VF022221_104518,day0_2,Chamber1,,,Sound 2,6,28,5.43,93.33,1.98,0,91
210201_3,VF022221_104518,day0_2,Chamber1,,,Sound 3,1,30,5.81,100,0.12,0,6
210201_3,VF022221_104518,day0_2,Chamber1,,,Shock 1,3,1.567,0.3,78.33,22.8,0,334
210201_3,VF022221_104518,day0_2,Chamber1,,,Shock 2,1,1.533,0.3,76.67,2.48,0,35
210201_3,VF022221_104518,day0_2,Chamber1,,,Shock 3,3,1.667,0.32,83.33,3.47,0,44
,,,,,,,,,,,,,
210201_4,VF022221_104518,day0_2,Chamber 2,,,Sound 1,1,30,5.81,100,0.13,0,9
210201_4,VF022221_104518,day0_2,Chamber 2,,,Sound 2,1,30,5.81,100,0.04,0,8
210201_4,VF022221_104518,day0_2,Chamber 2,,,Sound 3,1,30,5.81,100,0.03,0,11
210201_4,VF022221_104518,day0_2,Chamber 2,,,Shock 1,2,1.967,0.38,98.33,0.82,0,16
210201_4,VF022221_104518,day0_2,Chamber 2,,,Shock 2,2,1.867,0.36,93.33,1.37,0,19
210201_4,VF022221_104518,day0_2,Chamber 2,,,Shock 3,2,1.967,0.38,98.33,1.38,0,34
,,,,,,,,,,,,,
210201_5,VF022221_105847,day0_3,Chamber1,,,Sound 1,7,26.8,5.19,89.33,5.32,0,452
210201_5,VF022221_105847,day0_3,Chamber1,,,Sound 2,2,29.633,5.74,98.78,1.29,0,210
210201_5,VF022221_105847,day0_3,Chamber1,,,Sound 3,1,30,5.81,100,0.05,0,3
210201_5,VF022221_105847,day0_3,Chamber1,,,Shock 1,2,0.867,0.17,43.33,17.38,0,134
210201_5,VF022221_105847,day0_3,Chamber1,,,Shock 2,3,1.3,0.25,65,12.6,0,102
210201_5,VF022221_105847,day0_3,Chamber1,,,Shock 3,2,0.833,0.16,41.67,113.9,0,1050
,,,,,,,,,,,,,
210201_6,VF022221_105847,day0_3,Chamber 2,,,Sound 1,7,29.8,5.78,99.33,0.93,0,37
210201_6,VF022221_105847,day0_3,Chamber 2,,,Sound 2,1,30,5.81,100,0.3,0,14
210201_6,VF022221_105847,day0_3,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,0
210201_6,VF022221_105847,day0_3,Chamber 2,,,Shock 1,2,1.433,0.28,71.67,4.3,0,82
210201_6,VF022221_105847,day0_3,Chamber 2,,,Shock 2,2,1.3,0.25,65,4.33,0,44
210201_6,VF022221_105847,day0_3,Chamber 2,,,Shock 3,2,1.533,0.3,76.67,4.35,0,59
,,,,,,,,,,,,,
210201_7,VF022221_111058,day0_4,Chamber1,,,Sound 1,10,26.733,5.18,89.11,3.28,0,128
210201_7,VF022221_111058,day0_4,Chamber1,,,Sound 2,5,28.7,5.56,95.67,1.58,0,99
210201_7,VF022221_111058,day0_4,Chamber1,,,Sound 3,3,29.633,5.74,98.78,0.76,0,123
210201_7,VF022221_111058,day0_4,Chamber1,,,Shock 1,2,1.633,0.32,81.67,12.77,0,168
210201_7,VF022221_111058,day0_4,Chamber1,,,Shock 2,2,1.433,0.28,71.67,5.05,0,58
210201_7,VF022221_111058,day0_4,Chamber1,,,Shock 3,2,1.6,0.31,80,74.75,0,976
,,,,,,,,,,,,,
210201_8,VF022221_111058,day0_4,Chamber 2,,,Sound 1,6,29.667,5.75,98.89,0.8,0,25
210201_8,VF022221_111058,day0_4,Chamber 2,,,Sound 2,2,29.967,5.81,99.89,0.2,0,29
210201_8,VF022221_111058,day0_4,Chamber 2,,,Sound 3,2,29.667,5.75,98.89,0.18,0,25
210201_8,VF022221_111058,day0_4,Chamber 2,,,Shock 1,1,1.633,0.32,81.67,4,0,53
210201_8,VF022221_111058,day0_4,Chamber 2,,,Shock 2,1,1.567,0.3,78.33,1.3,0,19
210201_8,VF022221_111058,day0_4,Chamber 2,,,Shock 3,3,1.433,0.28,71.67,6.52,0,59
,,,,,,,,,,,,,
210201_9,VF022221_112333,day0_5,Chamber1,,,Sound 1,13,26.733,5.18,89.11,5.72,0,348
210201_9,VF022221_112333,day0_5,Chamber1,,,Sound 2,9,28.8,5.58,96,1.31,0,31
210201_9,VF022221_112333,day0_5,Chamber1,,,Sound 3,1,30,5.81,100,0.21,0,13
210201_9,VF022221_112333,day0_5,Chamber1,,,Shock 1,1,0.733,0.14,36.67,33.87,0,356
210201_9,VF022221_112333,day0_5,Chamber1,,,Shock 2,0,0,0,0,37.9,0,249
210201_9,VF022221_112333,day0_5,Chamber1,,,Shock 3,0,0,0,0,75.3,0,924
,,,,,,,,,,,,,
210201_10,VF022221_112333,day0_5,Chamber 2,,,Sound 1,3,29.933,5.8,99.78,0.35,0,16
210201_10,VF022221_112333,day0_5,Chamber 2,,,Sound 2,1,30,5.81,100,0.12,0,9
210201_10,VF022221_112333,day0_5,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,0
210201_10,VF022221_112333,day0_5,Chamber 2,,,Shock 1,2,1.867,0.36,93.33,2.43,0,61
210201_10,VF022221_112333,day0_5,Chamber 2,,,Shock 2,2,1.233,0.24,61.67,6.32,0,71
210201_10,VF022221_112333,day0_5,Chamber 2,,,Shock 3,1,1.733,0.34,86.67,2.43,0,49
,,,,,,,,,,,,,
210201_11,VF022221_114532,day0_6,Chamber1,,,Sound 1,4,28.667,5.56,95.56,1.43,0,71
210201_11,VF022221_114532,day0_6,Chamber1,,,Sound 2,1,30,5.81,100,0.09,0,5
210201_11,VF022221_114532,day0_6,Chamber1,,,Sound 3,1,30,5.81,100,0.03,0,3
210201_11,VF022221_114532,day0_6,Chamber1,,,Shock 1,1,0.5,0.1,25,38.67,0,360
210201_11,VF022221_114532,day0_6,Chamber1,,,Shock 2,1,0.9,0.17,45,25.93,0,398
210201_11,VF022221_114532,day0_6,Chamber1,,,Shock 3,3,1.367,0.26,68.33,7.48,0,97
,,,,,,,,,,,,,
210201_12,VF022221_114532,day0_6,Chamber 2,,,Sound 1,4,29.6,5.74,98.67,0.58,0,27
210201_12,VF022221_114532,day0_6,Chamber 2,,,Sound 2,3,29.8,5.78,99.33,0.38,0,16
210201_12,VF022221_114532,day0_6,Chamber 2,,,Sound 3,1,30,5.81,100,0.12,0,9
210201_12,VF022221_114532,day0_6,Chamber 2,,,Shock 1,2,1.767,0.34,88.33,4,0,67
210201_12,VF022221_114532,day0_6,Chamber 2,,,Shock 2,2,1.9,0.37,95,2.52,0,34
210201_12,VF022221_114532,day0_6,Chamber 2,,,Shock 3,2,1.3,0.25,65,7.92,0,57
,,,,,,,,,,,,,
210201_13,VF022221_115703,day0_7,Chamber1,,,Sound 1,5,28.9,5.6,96.33,2.98,0,222
210201_13,VF022221_115703,day0_7,Chamber1,,,Sound 2,3,29.8,5.78,99.33,0.42,0,34
210201_13,VF022221_115703,day0_7,Chamber1,,,Sound 3,2,29.833,5.78,99.44,0.35,0,30
210201_13,VF022221_115703,day0_7,Chamber1,,,Shock 1,2,0.833,0.16,41.67,66.9,0,615
210201_13,VF022221_115703,day0_7,Chamber1,,,Shock 2,1,0.367,0.07,18.33,113.17,0,1175
210201_13,VF022221_115703,day0_7,Chamber1,,,Shock 3,2,1.033,0.2,51.67,82.43,0,1082
,,,,,,,,,,,,,
210201_14,VF022221_115703,day0_7,Chamber 2,,,Sound 1,13,24.367,4.72,81.22,3.96,0,62
210201_14,VF022221_115703,day0_7,Chamber 2,,,Sound 2,9,27.567,5.34,91.89,1.71,0,40
210201_14,VF022221_115703,day0_7,Chamber 2,,,Sound 3,4,29.9,5.79,99.67,0.41,0,18
210201_14,VF022221_115703,day0_7,Chamber 2,,,Shock 1,2,1.333,0.26,66.67,9.35,0,69
210201_14,VF022221_115703,day0_7,Chamber 2,,,Shock 2,1,0.4,0.08,20,12.07,0,85
210201_14,VF022221_115703,day0_7,Chamber 2,,,Shock 3,1,0.367,0.07,18.33,15.35,0,223
,,,,,,,,,,,,,
210201_15,VF022221_120859,day0_8,Chamber1,,,Sound 1,3,28.933,5.61,96.44,1.47,0,110
210201_15,VF022221_120859,day0_8,Chamber1,,,Sound 2,5,29.4,5.7,98,1.1,0,181
210201_15,VF022221_120859,day0_8,Chamber1,,,Sound 3,1,30,5.81,100,0.04,0,5
210201_15,VF022221_120859,day0_8,Chamber1,,,Shock 1,1,0.633,0.12,31.67,20.68,0,199
210201_15,VF022221_120859,day0_8,Chamber1,,,Shock 2,1,0.967,0.19,48.33,10.3,0,111
210201_15,VF022221_120859,day0_8,Chamber1,,,Shock 3,2,1,0.19,50,79.05,0,831
,,,,,,,,,,,,,
210201_16,VF022221_120859,day0_8,Chamber 2,,,Sound 1,3,29,5.62,96.67,1.22,0,42
210201_16,VF022221_120859,day0_8,Chamber 2,,,Sound 2,4,29.467,5.71,98.22,0.86,0,30
210201_16,VF022221_120859,day0_8,Chamber 2,,,Sound 3,1,30,5.81,100,0.13,0,14
210201_16,VF022221_120859,day0_8,Chamber 2,,,Shock 1,2,1.1,0.21,55,7.52,0,86
210201_16,VF022221_120859,day0_8,Chamber 2,,,Shock 2,2,1,0.19,50,12.1,0,95
210201_16,VF022221_120859,day0_8,Chamber 2,,,Shock 3,1,1.933,0.37,96.67,3.48,0,37
,,,,,,,,,,,,,
210201_17,VF022221_122225,day0_9,Chamber1,,,Sound 1,4,28.433,5.51,94.78,2.02,0,158
210201_17,VF022221_122225,day0_9,Chamber1,,,Sound 2,2,29.967,5.81,99.89,0.32,0,17
210201_17,VF022221_122225,day0_9,Chamber1,,,Sound 3,1,30,5.81,100,0.02,0,6
210201_17,VF022221_122225,day0_9,Chamber1,,,Shock 1,1,0.333,0.06,16.67,42.47,0,435
210201_17,VF022221_122225,day0_9,Chamber1,,,Shock 2,1,0.467,0.09,23.33,21.82,0,197
210201_17,VF022221_122225,day0_9,Chamber1,,,Shock 3,0,0,0,0,83.65,0,581
,,,,,,,,,,,,,
210201_18,VF022221_122225,day0_9,Chamber 2,,,Sound 1,1,30,5.81,100,0.26,0,11
210201_18,VF022221_122225,day0_9,Chamber 2,,,Sound 2,1,30,5.81,100,0,0,1
210201_18,VF022221_122225,day0_9,Chamber 2,,,Sound 3,1,30,5.81,100,0.01,0,3
210201_18,VF022221_122225,day0_9,Chamber 2,,,Shock 1,1,1.433,0.28,71.67,6.3,0,116
210201_18,VF022221_122225,day0_9,Chamber 2,,,Shock 2,1,2,0.39,100,0.92,0,10
210201_18,VF022221_122225,day0_9,Chamber 2,,,Shock 3,2,1.467,0.28,73.33,5.6,0,66
,,,,,,,,,,,,,
210201_19,VF022221_123529,day0_10,Chamber1,,,Sound 1,3,27.9,5.41,93,2.7,0,144
210201_19,VF022221_123529,day0_10,Chamber1,,,Sound 2,4,29.267,5.67,97.56,0.98,0,50
210201_19,VF022221_123529,day0_10,Chamber1,,,Sound 3,1,30,5.81,100,0.07,0,5
210201_19,VF022221_123529,day0_10,Chamber1,,,Shock 1,1,0.633,0.12,31.67,21.5,0,195
210201_19,VF022221_123529,day0_10,Chamber1,,,Shock 2,1,0.7,0.14,35,10.9,0,56
210201_19,VF022221_123529,day0_10,Chamber1,,,Shock 3,3,1.4,0.27,70,9.18,0,104
,,,,,,,,,,,,,
,VF022221_123529,day0_10,Chamber 2,,,Sound 1,1,30,5.81,100,0,0,0
,VF022221_123529,day0_10,Chamber 2,,,Sound 2,1,30,5.81,100,0,0,0
,VF022221_123529,day0_10,Chamber 2,,,Sound 3,1,30,5.81,100,0,0,0
,VF022221_123529,day0_10,Chamber 2,,,Shock 1,1,2,0.39,100,0,0,0
,VF022221_123529,day0_10,Chamber 2,,,Shock 2,1,2,0.39,100,0,0,0
,VF022221_123529,day0_10,Chamber 2,,,Shock 3,1,2,0.39,100,0,0,0
